row_index,sequence_id,label,group_id,fold_id,split_policy,group_size,grouping_method
386,legacy_bbb_000387,0,combined_similarity_00386,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
387,legacy_bbb_000388,0,combined_similarity_00387,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
388,legacy_bbb_000389,0,combined_similarity_00388,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
389,legacy_bbb_000390,0,combined_similarity_00389,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
390,legacy_bbb_000391,0,combined_similarity_00390,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
391,legacy_bbb_000392,0,combined_similarity_00391,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
392,legacy_bbb_000393,0,combined_similarity_00392,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
393,legacy_bbb_000394,0,combined_similarity_00393,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
394,legacy_bbb_000395,0,combined_similarity_00394,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
395,legacy_bbb_000396,0,combined_similarity_00395,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
396,legacy_bbb_000397,0,combined_similarity_00396,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
397,legacy_bbb_000398,0,combined_similarity_00397,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
398,legacy_bbb_000399,0,combined_similarity_00398,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
399,legacy_bbb_000400,0,combined_similarity_00399,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
400,legacy_bbb_000401,0,combined_similarity_00400,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
401,legacy_bbb_000402,0,combined_similarity_00401,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
402,legacy_bbb_000403,0,combined_similarity_00402,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
403,legacy_bbb_000404,0,combined_similarity_00403,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
404,legacy_bbb_000405,0,combined_similarity_00404,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
405,legacy_bbb_000406,0,combined_similarity_00405,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
406,legacy_bbb_000407,0,combined_similarity_00406,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
407,legacy_bbb_000408,0,combined_similarity_00407,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
408,legacy_bbb_000409,0,combined_similarity_00408,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
409,legacy_bbb_000410,0,combined_similarity_00409,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
410,legacy_bbb_000411,0,combined_similarity_00410,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
411,legacy_bbb_000412,0,combined_similarity_00411,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
412,legacy_bbb_000413,0,combined_similarity_00412,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
413,legacy_bbb_000414,0,combined_similarity_00413,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
414,legacy_bbb_000415,0,combined_similarity_00414,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
415,legacy_bbb_000416,0,combined_similarity_00415,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
416,legacy_bbb_000417,0,combined_similarity_00416,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
417,legacy_bbb_000418,0,combined_similarity_00417,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
418,legacy_bbb_000419,0,combined_similarity_00418,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
419,legacy_bbb_000420,0,combined_similarity_00419,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
420,legacy_bbb_000421,0,combined_similarity_00420,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
421,legacy_bbb_000422,0,combined_similarity_00421,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
422,legacy_bbb_000423,0,combined_similarity_00422,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
423,legacy_bbb_000424,0,combined_similarity_00423,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
424,legacy_bbb_000425,0,combined_similarity_00424,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
425,legacy_bbb_000426,0,combined_similarity_00425,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
426,legacy_bbb_000427,0,combined_similarity_00426,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
427,legacy_bbb_000428,0,combined_similarity_00427,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
428,legacy_bbb_000429,0,combined_similarity_00428,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
429,legacy_bbb_000430,0,combined_similarity_00429,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
430,legacy_bbb_000431,0,combined_similarity_00430,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
431,legacy_bbb_000432,0,combined_similarity_00431,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
432,legacy_bbb_000433,0,combined_similarity_00432,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
433,legacy_bbb_000434,0,combined_similarity_00433,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
434,legacy_bbb_000435,0,combined_similarity_00434,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
435,legacy_bbb_000436,0,combined_similarity_00435,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
436,legacy_bbb_000437,0,combined_similarity_00436,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
437,legacy_bbb_000438,0,combined_similarity_00437,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
438,legacy_bbb_000439,0,combined_similarity_00438,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
439,legacy_bbb_000440,0,combined_similarity_00439,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
440,legacy_bbb_000441,0,combined_similarity_00440,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
441,legacy_bbb_000442,0,combined_similarity_00441,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
442,legacy_bbb_000443,0,combined_similarity_00442,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
443,legacy_bbb_000444,0,combined_similarity_00443,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
444,legacy_bbb_000445,0,combined_similarity_00444,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
445,legacy_bbb_000446,0,combined_similarity_00445,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
446,legacy_bbb_000447,0,combined_similarity_00446,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
447,legacy_bbb_000448,0,combined_similarity_00447,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
448,legacy_bbb_000449,0,combined_similarity_00448,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
449,legacy_bbb_000450,0,combined_similarity_00449,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
450,legacy_bbb_000451,0,combined_similarity_00450,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
451,legacy_bbb_000452,0,combined_similarity_00451,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
452,legacy_bbb_000453,0,combined_similarity_00452,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
453,legacy_bbb_000454,0,combined_similarity_00453,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
454,legacy_bbb_000455,0,combined_similarity_00454,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
455,legacy_bbb_000456,0,combined_similarity_00455,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
456,legacy_bbb_000457,0,combined_similarity_00456,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
457,legacy_bbb_000458,0,combined_similarity_00457,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
458,legacy_bbb_000459,0,combined_similarity_00458,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
459,legacy_bbb_000460,0,combined_similarity_00459,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
460,legacy_bbb_000461,0,combined_similarity_00460,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
461,legacy_bbb_000462,0,combined_similarity_00461,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
462,legacy_bbb_000463,0,combined_similarity_00462,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
463,legacy_bbb_000464,0,combined_similarity_00463,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
464,legacy_bbb_000465,0,combined_similarity_00464,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
465,legacy_bbb_000466,0,combined_similarity_00465,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
466,legacy_bbb_000467,0,combined_similarity_00466,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
467,legacy_bbb_000468,0,combined_similarity_00467,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
468,legacy_bbb_000469,0,combined_similarity_00468,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
469,legacy_bbb_000470,0,combined_similarity_00469,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
470,legacy_bbb_000471,0,combined_similarity_00470,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
471,legacy_bbb_000472,0,combined_similarity_00471,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
472,legacy_bbb_000473,0,combined_similarity_00472,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
473,legacy_bbb_000474,0,combined_similarity_00473,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
474,legacy_bbb_000475,0,combined_similarity_00474,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
475,legacy_bbb_000476,0,combined_similarity_00475,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
476,legacy_bbb_000477,0,combined_similarity_00476,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
477,legacy_bbb_000478,0,combined_similarity_00477,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
478,legacy_bbb_000479,0,combined_similarity_00478,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
479,legacy_bbb_000480,0,combined_similarity_00479,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
480,legacy_bbb_000481,0,combined_similarity_00480,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
481,legacy_bbb_000482,0,combined_similarity_00481,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
482,legacy_bbb_000483,0,combined_similarity_00482,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
483,legacy_bbb_000484,0,combined_similarity_00483,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
484,legacy_bbb_000485,0,combined_similarity_00484,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
485,legacy_bbb_000486,0,combined_similarity_00485,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
486,legacy_bbb_000487,0,combined_similarity_00486,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
487,legacy_bbb_000488,0,combined_similarity_00487,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
488,legacy_bbb_000489,0,combined_similarity_00488,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
489,legacy_bbb_000490,0,combined_similarity_00489,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
490,legacy_bbb_000491,0,combined_similarity_00490,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
491,legacy_bbb_000492,0,combined_similarity_00491,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
492,legacy_bbb_000493,0,combined_similarity_00492,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
493,legacy_bbb_000494,0,combined_similarity_00493,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
494,legacy_bbb_000495,0,combined_similarity_00494,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
495,legacy_bbb_000496,0,combined_similarity_00495,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
496,legacy_bbb_000497,0,combined_similarity_00496,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
497,legacy_bbb_000498,0,combined_similarity_00497,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
498,legacy_bbb_000499,0,combined_similarity_00498,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
499,legacy_bbb_000500,0,combined_similarity_00499,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
500,legacy_bbb_000501,0,combined_similarity_00500,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
501,legacy_bbb_000502,0,combined_similarity_00501,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
502,legacy_bbb_000503,0,combined_similarity_00502,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
503,legacy_bbb_000504,0,combined_similarity_00503,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
504,legacy_bbb_000505,0,combined_similarity_00504,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
505,legacy_bbb_000506,0,combined_similarity_00505,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
506,legacy_bbb_000507,0,combined_similarity_00506,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
507,legacy_bbb_000508,0,combined_similarity_00507,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
508,legacy_bbb_000509,0,combined_similarity_00508,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
509,legacy_bbb_000510,0,combined_similarity_00509,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
510,legacy_bbb_000511,0,combined_similarity_00510,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
511,legacy_bbb_000512,0,combined_similarity_00511,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
512,legacy_bbb_000513,0,combined_similarity_00512,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
513,legacy_bbb_000514,0,combined_similarity_00513,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
514,legacy_bbb_000515,0,combined_similarity_00514,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
515,legacy_bbb_000516,0,combined_similarity_00515,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
516,legacy_bbb_000517,0,combined_similarity_00516,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
517,legacy_bbb_000518,0,combined_similarity_00517,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
518,legacy_bbb_000519,0,combined_similarity_00518,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
519,legacy_bbb_000520,0,combined_similarity_00519,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
520,legacy_bbb_000521,0,combined_similarity_00520,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
521,legacy_bbb_000522,0,combined_similarity_00521,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
522,legacy_bbb_000523,0,combined_similarity_00522,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
523,legacy_bbb_000524,0,combined_similarity_00523,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
524,legacy_bbb_000525,0,combined_similarity_00524,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
525,legacy_bbb_000526,0,combined_similarity_00525,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
526,legacy_bbb_000527,0,combined_similarity_00526,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
527,legacy_bbb_000528,0,combined_similarity_00527,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
528,legacy_bbb_000529,0,combined_similarity_00528,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
529,legacy_bbb_000530,0,combined_similarity_00529,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
530,legacy_bbb_000531,0,combined_similarity_00530,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
531,legacy_bbb_000532,0,combined_similarity_00531,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
532,legacy_bbb_000533,0,combined_similarity_00532,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
533,legacy_bbb_000534,0,combined_similarity_00533,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
534,legacy_bbb_000535,0,combined_similarity_00534,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
535,legacy_bbb_000536,0,combined_similarity_00535,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
536,legacy_bbb_000537,0,combined_similarity_00536,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
537,legacy_bbb_000538,0,combined_similarity_00537,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
538,legacy_bbb_000539,0,combined_similarity_00538,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
539,legacy_bbb_000540,0,combined_similarity_00539,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
540,legacy_bbb_000541,0,combined_similarity_00540,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
541,legacy_bbb_000542,0,combined_similarity_00541,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
542,legacy_bbb_000543,0,combined_similarity_00542,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
543,legacy_bbb_000544,0,combined_similarity_00543,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
544,legacy_bbb_000545,0,combined_similarity_00544,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
545,legacy_bbb_000546,0,combined_similarity_00545,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
546,legacy_bbb_000547,0,combined_similarity_00546,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
547,legacy_bbb_000548,0,combined_similarity_00547,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
548,legacy_bbb_000549,0,combined_similarity_00548,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
549,legacy_bbb_000550,0,combined_similarity_00549,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
550,legacy_bbb_000551,0,combined_similarity_00550,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
551,legacy_bbb_000552,0,combined_similarity_00551,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
552,legacy_bbb_000553,0,combined_similarity_00552,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
553,legacy_bbb_000554,0,combined_similarity_00553,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
554,legacy_bbb_000555,0,combined_similarity_00554,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
555,legacy_bbb_000556,0,combined_similarity_00555,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
556,legacy_bbb_000557,0,combined_similarity_00556,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
557,legacy_bbb_000558,0,combined_similarity_00557,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
558,legacy_bbb_000559,0,combined_similarity_00558,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
559,legacy_bbb_000560,0,combined_similarity_00559,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
560,legacy_bbb_000561,0,combined_similarity_00560,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
561,legacy_bbb_000562,0,combined_similarity_00561,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
562,legacy_bbb_000563,0,combined_similarity_00562,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
563,legacy_bbb_000564,0,combined_similarity_00563,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
564,legacy_bbb_000565,0,combined_similarity_00564,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
565,legacy_bbb_000566,0,combined_similarity_00565,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
566,legacy_bbb_000567,0,combined_similarity_00566,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
567,legacy_bbb_000568,0,combined_similarity_00567,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
568,legacy_bbb_000569,0,combined_similarity_00568,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
569,legacy_bbb_000570,0,combined_similarity_00569,5,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
570,legacy_bbb_000571,0,combined_similarity_00570,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
571,legacy_bbb_000572,0,combined_similarity_00571,1,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
572,legacy_bbb_000573,0,combined_similarity_00572,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
573,legacy_bbb_000574,0,combined_similarity_00573,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
574,legacy_bbb_000575,0,combined_similarity_00574,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
575,legacy_bbb_000576,0,combined_similarity_00575,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
576,legacy_bbb_000577,0,combined_similarity_00576,4,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
577,legacy_bbb_000578,0,combined_similarity_00577,3,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
578,legacy_bbb_000579,0,combined_similarity_00578,2,leakage_aware_group_stratified,1,combined_exact+edit_distance<=1+kmer3_jaccard>=0.8
